,decimal,binary
13997,55061,1101011100010101
13998,2094,0000100000101110
13999,37372,1001000111111100
14000,7724,0001111000101100
14001,5412,0001010100100100
14002,26609,0110011111110001
14003,21267,0101001100010011
14004,36502,1000111010010110
14005,45130,1011000001001010
14006,225,0000000011100001
14007,10122,0010011110001010
14008,46684,1011011001011100
14009,2570,0000101000001010
14010,37246,1001000101111110
14011,41179,1010000011011011
14012,9343,0010010001111111
14013,5366,0001010011110110
14014,27712,0110110001000000
14015,29037,0111000101101101
14016,9197,0010001111101101
14017,10330,0010100001011010
14018,63111,1111011010000111
14019,15590,0011110011100110
14020,52780,1100111000101100
14021,51928,1100101011011000
14022,42395,1010010110011011
14023,2954,0000101110001010
14024,59061,1110011010110101
14025,20583,0101000001100111
14026,34556,1000011011111100
14027,50011,1100001101011011
14028,2891,0000101101001011
14029,47349,1011100011110101
14030,39439,1001101000001111
14031,25734,0110010010000110
14032,50315,1100010010001011
14033,52758,1100111000010110
14034,49719,1100001000110111
14035,41065,1010000001101001
14036,37919,1001010000011111
14037,4635,0001001000011011
14038,33019,1000000011111011
14039,60102,1110101011000110
14040,34473,1000011010101001
14041,41628,1010001010011100
14042,40237,1001110100101101
14043,51838,1100101001111110
14044,5107,0001001111110011
14045,63912,1111100110101000
14046,620,0000001001101100
14047,34615,1000011100110111
14048,15723,0011110101101011
14049,6519,0001100101110111
14050,53406,1101000010011110
14051,46292,1011010011010100
14052,48340,1011110011010100
14053,22804,0101100100010100
14054,48230,1011110001100110
14055,58212,1110001101100100
14056,7192,0001110000011000
14057,19902,0100110110111110
14058,8010,0001111101001010
14059,53840,1101001001010000
14060,59529,1110100010001001
14061,37650,1001001100010010
14062,42409,1010010110101001
14063,30284,0111011001001100
14064,3852,0000111100001100
14065,16433,0100000000110001
14066,64070,1111101001000110
14067,4318,0001000011011110
14068,45858,1011001100100010
14069,38191,1001010100101111
14070,50762,1100011001001010
14071,29080,0111000110011000
14072,17973,0100011000110101
14073,52033,1100101101000001
14074,5909,0001011100010101
14075,31975,0111110011100111
14076,54080,1101001101000000
14077,32701,0111111110111101
14078,11883,0010111001101011
14079,43402,1010100110001010
14080,51132,1100011110111100
14081,41914,1010001110111010
14082,10048,0010011101000000
14083,8866,0010001010100010
14084,18541,0100100001101101
14085,51903,1100101010111111
14086,28279,0110111001110111
14087,57330,1101111111110010
14088,63238,1111011100000110
14089,49922,1100001100000010
14090,24388,0101111101000100
14091,37683,1001001100110011
14092,8237,0010000000101101
14093,16883,0100000111110011
14094,59064,1110011010111000
14095,23520,0101101111100000
14096,56486,1101110010100110
14097,17657,0100010011111001
14098,38738,1001011101010010
14099,14472,0011100010001000
14100,50507,1100010101001011
14101,55948,1101101010001100
14102,64859,1111110101011011
14103,29538,0111001101100010
14104,21259,0101001100001011
14105,65519,1111111111101111
14106,9020,0010001100111100
14107,20089,0100111001111001
14108,45567,1011000111111111
14109,61185,1110111100000001
14110,46739,1011011010010011
14111,28109,0110110111001101
14112,11000,0010101011111000
14113,1163,0000010010001011
14114,4315,0001000011011011
14115,40962,1010000000000010
14116,16692,0100000100110100
14117,63727,1111100011101111
14118,1122,0000010001100010
14119,12208,0010111110110000
14120,4593,0001000111110001
14121,25241,0110001010011001
14122,43022,1010100000001110
14123,58558,1110010010111110
14124,47345,1011100011110001
14125,31099,0111100101111011
14126,17683,0100010100010011
14127,50320,1100010010010000
14128,981,0000001111010101
14129,14797,0011100111001101
14130,24277,0101111011010101
14131,52904,1100111010101000
14132,60217,1110101100111001
14133,45956,1011001110000100
14134,30183,0111010111100111
14135,50170,1100001111111010
14136,565,0000001000110101
14137,58588,1110010011011100
14138,55084,1101011100101100
14139,13208,0011001110011000
14140,3458,0000110110000010
14141,49321,1100000010101001
14142,33147,1000000101111011
14143,29587,0111001110010011
14144,45513,1011000111001001
14145,47926,1011101100110110
14146,6812,0001101010011100
14147,13915,0011011001011011
14148,86,0000000001010110
14149,63371,1111011110001011
14150,42650,1010011010011010
14151,29547,0111001101101011
14152,35099,1000100100011011
14153,45786,1011001011011010
14154,1072,0000010000110000
14155,22581,0101100000110101
14156,57470,1110000001111110
14157,13507,0011010011000011
14158,49713,1100001000110001
14159,47577,1011100111011001
14160,12412,0011000001111100
14161,15243,0011101110001011
14162,40283,1001110101011011
14163,35748,1000101110100100
14164,59399,1110100000000111
14165,15021,0011101010101101
14166,3881,0000111100101001
14167,34900,1000100001010100
14168,50856,1100011010101000
14169,20206,0100111011101110
14170,1169,0000010010010001
14171,64422,1111101110100110
14172,17863,0100010111000111
14173,28825,0111000010011001
14174,30746,0111100000011010
14175,17048,0100001010011000
14176,39649,1001101011100001
14177,60284,1110101101111100
14178,19817,0100110101101001
14179,26935,0110100100110111
14180,43369,1010100101101001
14181,53178,1100111110111010
14182,36012,1000110010101100
14183,48939,1011111100101011
14184,64214,1111101011010110
14185,2573,0000101000001101
14186,4992,0001001110000000
14187,22689,0101100010100001
14188,7357,0001110010111101
14189,58452,1110010001010100
14190,63071,1111011001011111
14191,2052,0000100000000100
14192,60485,1110110001000101
14193,57514,1110000010101010
14194,50700,1100011000001100
14195,37810,1001001110110010
14196,29017,0111000101011001
14197,4833,0001001011100001
14198,42462,1010010111011110
14199,56907,1101111001001011
14200,9013,0010001100110101
14201,45639,1011001001000111
14202,35539,1000101011010011
14203,26431,0110011100111111
14204,33758,1000001111011110
14205,50869,1100011010110101
14206,40508,1001111000111100
14207,9246,0010010000011110
14208,23474,0101101110110010
14209,47945,1011101101001001
14210,31092,0111100101110100
14211,39995,1001110000111011
14212,50381,1100010011001101
14213,65074,1111111000110010
14214,39546,1001101001111010
14215,8200,0010000000001000
14216,47122,1011100000010010
14217,8366,0010000010101110
14218,29407,0111001011011111
14219,52942,1100111011001110
14220,58512,1110010010010000
14221,33987,1000010011000011
14222,6478,0001100101001110
14223,22801,0101100100010001
14224,20083,0100111001110011
14225,61490,1111000000110010
14226,28007,0110110101100111
14227,16530,0100000010010010
14228,4177,0001000001010001
14229,30918,0111100011000110
14230,2655,0000101001011111
14231,6207,0001100000111111
14232,48191,1011110000111111
14233,44128,1010110001100000
14234,62968,1111010111111000
14235,54200,1101001110111000
14236,21827,0101010101000011
14237,59245,1110011101101101
14238,36820,1000111111010100
14239,46094,1011010000001110
14240,52718,1100110111101110
14241,5134,0001010000001110
14242,62807,1111010101010111
14243,4433,0001000101010001
14244,2965,0000101110010101
14245,10706,0010100111010010
14246,12695,0011000110010111
14247,45814,1011001011110110
14248,22266,0101011011111010
14249,60199,1110101100100111
14250,34002,1000010011010010
14251,11804,0010111000011100
14252,8393,0010000011001001
14253,2561,0000101000000001
14254,34486,1000011010110110
14255,30211,0111011000000011
14256,13656,0011010101011000
14257,22916,0101100110000100
14258,5650,0001011000010010
14259,51591,1100100110000111
14260,2489,0000100110111001
14261,27417,0110101100011001
14262,52142,1100101110101110
14263,28658,0110111111110010
14264,636,0000001001111100
14265,62520,1111010000111000
14266,57483,1110000010001011
14267,52873,1100111010001001
14268,14371,0011100000100011
14269,53516,1101000100001100
14270,53912,1101001010011000
14271,6479,0001100101001111
14272,4032,0000111111000000
14273,10241,0010100000000001
14274,22481,0101011111010001
14275,43107,1010100001100011
14276,1167,0000010010001111
14277,48323,1011110011000011
14278,16943,0100001000101111
14279,52489,1100110100001001
14280,39860,1001101110110100
14281,25624,0110010000011000
14282,5247,0001010001111111
14283,21595,0101010001011011
14284,64411,1111101110011011
14285,36530,1000111010110010
14286,38361,1001010111011001
14287,11833,0010111000111001
14288,6774,0001101001110110
14289,8990,0010001100011110
14290,48103,1011101111100111
14291,54765,1101010111101101
14292,52796,1100111000111100
14293,28790,0111000001110110
14294,20169,0100111011001001
14295,8858,0010001010011010
14296,25967,0110010101101111
14297,15842,0011110111100010
14298,11396,0010110010000100
14299,27705,0110110000111001
14300,22949,0101100110100101
14301,26053,0110010111000101
14302,2707,0000101010010011
14303,8722,0010001000010010
14304,6272,0001100010000000
14305,4581,0001000111100101
14306,13777,0011010111010001
14307,39884,1001101111001100
14308,35355,1000101000011011
14309,3530,0000110111001010
14310,21140,0101001010010100
14311,53831,1101001001000111
14312,64221,1111101011011101
14313,38356,1001010111010100
14314,33032,1000000100001000
14315,5197,0001010001001101
14316,3691,0000111001101011
14317,58553,1110010010111001
14318,61806,1111000101101110
14319,57371,1110000000011011
14320,27792,0110110010010000
14321,16780,0100000110001100
14322,44317,1010110100011101
14323,13575,0011010100000111
14324,29803,0111010001101011
14325,8021,0001111101010101
14326,52855,1100111001110111
14327,15195,0011101101011011
14328,11416,0010110010011000
14329,29256,0111001001001000
14330,40626,1001111010110010
14331,22141,0101011001111101
14332,32232,0111110111101000
14333,37223,1001000101100111
14334,31357,0111101001111101
14335,13664,0011010101100000
14336,30610,0111011110010010
14337,41561,1010001001011001
14338,58071,1110001011010111
14339,59981,1110101001001101
14340,28036,0110110110000100
14341,53161,1100111110101001
14342,39096,1001100010111000
14343,43120,1010100001110000
14344,27037,0110100110011101
14345,21075,0101001001010011
14346,44300,1010110100001100
14347,42824,1010011101001000
14348,58367,1110001111111111
14349,11434,0010110010101010
14350,47807,1011101010111111
14351,51204,1100100000000100
14352,30499,0111011100100011
14353,9620,0010010110010100
14354,38828,1001011110101100
14355,6944,0001101100100000
14356,49231,1100000001001111
14357,58628,1110010100000100
14358,11007,0010101011111111
14359,46387,1011010100110011
14360,29044,0111000101110100
14361,42342,1010010101100110
14362,38161,1001010100010001
14363,65466,1111111110111010
14364,52159,1100101110111111
14365,47234,1011100010000010
14366,14652,0011100100111100
14367,15099,0011101011111011
14368,54343,1101010001000111
14369,8211,0010000000010011
14370,27905,0110110100000001
14371,506,0000000111111010
14372,1793,0000011100000001
14373,46607,1011011000001111
14374,46269,1011010010111101
14375,42920,1010011110101000
14376,12579,0011000100100011
14377,47307,1011100011001011
14378,11428,0010110010100100
14379,13811,0011010111110011
14380,3876,0000111100100100
14381,54770,1101010111110010
14382,28205,0110111000101101
14383,296,0000000100101000
14384,7418,0001110011111010
14385,8494,0010000100101110
14386,26798,0110100010101110
14387,30909,0111100010111101
14388,44585,1010111000101001
14389,45872,1011001100110000
14390,52351,1100110001111111
14391,17296,0100001110010000
14392,21103,0101001001101111
14393,33857,1000010001000001
14394,1384,0000010101101000
14395,31104,0111100110000000
14396,33866,1000010001001010
14397,49201,1100000000110001
14398,59984,1110101001010000
14399,3731,0000111010010011
14400,4677,0001001001000101
14401,61001,1110111001001001
14402,55742,1101100110111110
14403,3616,0000111000100000
14404,7990,0001111100110110
14405,16527,0100000010001111
14406,5280,0001010010100000
14407,53574,1101000101000110
14408,18213,0100011100100101
14409,54243,1101001111100011
14410,14057,0011011011101001
14411,42194,1010010011010010
14412,58028,1110001010101100
14413,53817,1101001000111001
14414,52981,1100111011110101
14415,9747,0010011000010011
14416,16451,0100000001000011
14417,45635,1011001001000011
14418,16044,0011111010101100
14419,3526,0000110111000110
14420,59839,1110100110111111
14421,24222,0101111010011110
14422,57680,1110000101010000
14423,13021,0011001011011101
14424,45157,1011000001100101
14425,41904,1010001110110000
14426,6563,0001100110100011
14427,18773,0100100101010101
14428,7400,0001110011101000
14429,17190,0100001100100110
14430,40818,1001111101110010
14431,722,0000001011010010
14432,49381,1100000011100101
14433,375,0000000101110111
14434,30983,0111100100000111
14435,6470,0001100101000110
14436,34550,1000011011110110
14437,26890,0110100100001010
14438,18503,0100100001000111
14439,61338,1110111110011010
14440,58128,1110001100010000
14441,2427,0000100101111011
14442,48863,1011111011011111
14443,11404,0010110010001100
14444,47744,1011101010000000
14445,4479,0001000101111111
14446,45464,1011000110011000
14447,12858,0011001000111010
14448,47502,1011100110001110
14449,53829,1101001001000101
14450,13787,0011010111011011
14451,8149,0001111111010101
14452,61718,1111000100010110
14453,1571,0000011000100011
14454,37070,1001000011001110
14455,2725,0000101010100101
14456,27206,0110101001000110
14457,18047,0100011001111111
14458,58192,1110001101010000
14459,47082,1011011111101010
14460,3170,0000110001100010
14461,1073,0000010000110001
14462,32354,0111111001100010
14463,4399,0001000100101111
14464,46286,1011010011001110
14465,26034,0110010110110010
14466,56311,1101101111110111
14467,51771,1100101000111011
14468,3317,0000110011110101
14469,10024,0010011100101000
14470,881,0000001101110001
14471,35024,1000100011010000
14472,19949,0100110111101101
14473,20972,0101000111101100
14474,14930,0011101001010010
14475,2770,0000101011010010
14476,9854,0010011001111110
14477,59123,1110011011110011
14478,5276,0001010010011100
14479,34452,1000011010010100
14480,14387,0011100000110011
14481,29288,0111001001101000
14482,53307,1101000000111011
14483,64082,1111101001010010
14484,11703,0010110110110111
14485,6620,0001100111011100
14486,54634,1101010101101010
14487,35452,1000101001111100
14488,49024,1011111110000000
14489,57393,1110000000110001
14490,55108,1101011101000100
14491,5876,0001011011110100
14492,7220,0001110000110100
14493,41696,1010001011100000
14494,5900,0001011100001100
14495,38443,1001011000101011
14496,36219,1000110101111011
14497,13464,0011010010011000
14498,16353,0011111111100001
14499,39169,1001100100000001
14500,44467,1010110110110011
14501,34671,1000011101101111
14502,23896,0101110101011000
14503,31589,0111101101100101
14504,11102,0010101101011110
14505,17727,0100010100111111
14506,19891,0100110110110011
14507,11965,0010111010111101
14508,46081,1011010000000001
14509,55939,1101101010000011
14510,37088,1001000011100000
14511,20125,0100111010011101
14512,55725,1101100110101101
14513,19625,0100110010101001
14514,7655,0001110111100111
14515,10218,0010011111101010
14516,27054,0110100110101110
14517,22355,0101011101010011
14518,53327,1101000001001111
14519,28090,0110110110111010
14520,8465,0010000100010001
14521,54075,1101001100111011
14522,34814,1000011111111110
14523,63858,1111100101110010
14524,9078,0010001101110110
14525,51155,1100011111010011
14526,12455,0011000010100111
14527,5854,0001011011011110
14528,34199,1000010110010111
14529,21141,0101001010010101
14530,24358,0101111100100110
14531,2210,0000100010100010
14532,49508,1100000101100100
14533,27826,0110110010110010
14534,22721,0101100011000001
14535,44468,1010110110110100
14536,50963,1100011100010011
14537,28964,0111000100100100
14538,28558,0110111110001110
14539,8166,0001111111100110
14540,29008,0111000101010000
14541,53715,1101000111010011
14542,24266,0101111011001010
14543,34212,1000010110100100
14544,34926,1000100001101110
14545,44095,1010110000111111
14546,450,0000000111000010
14547,16187,0011111100111011
14548,10462,0010100011011110
14549,37392,1001001000010000
14550,18135,0100011011010111
14551,46850,1011011100000010
14552,24466,0101111110010010
14553,52497,1100110100010001
14554,19236,0100101100100100
14555,48900,1011111100000100
14556,59825,1110100110110001
14557,56048,1101101011110000
14558,23268,0101101011100100
14559,2301,0000100011111101
14560,44121,1010110001011001
14561,48687,1011111000101111
14562,37502,1001001001111110
14563,8685,0010000111101101
14564,10738,0010100111110010
14565,46337,1011010100000001
14566,26699,0110100001001011
14567,40039,1001110001100111
14568,45182,1011000001111110
14569,17351,0100001111000111
14570,36577,1000111011100001
14571,50382,1100010011001110
14572,3273,0000110011001001
14573,54378,1101010001101010
14574,63521,1111100000100001
14575,47357,1011100011111101
14576,36370,1000111000010010
14577,6796,0001101010001100
14578,60253,1110101101011101
14579,52688,1100110111010000
14580,40591,1001111010001111
14581,30064,0111010101110000
14582,53678,1101000110101110
14583,18600,0100100010101000
14584,44535,1010110111110111
14585,59101,1110011011011101
14586,29439,0111001011111111
14587,21972,0101010111010100
14588,3179,0000110001101011
14589,21062,0101001001000110
14590,28489,0110111101001001
14591,36889,1001000000011001
14592,39018,1001100001101010
14593,31692,0111101111001100
14594,44806,1010111100000110
14595,3006,0000101110111110
14596,43352,1010100101011000
14597,59022,1110011010001110
14598,60727,1110110100110111
14599,31892,0111110010010100
14600,49482,1100000101001010
14601,10389,0010100010010101
14602,23713,0101110010100001
14603,30633,0111011110101001
14604,25217,0110001010000001
14605,19410,0100101111010010
14606,14772,0011100110110100
14607,3928,0000111101011000
14608,15107,0011101100000011
14609,8626,0010000110110010
14610,8891,0010001010111011
14611,23186,0101101010010010
14612,59980,1110101001001100
14613,51622,1100100110100110
14614,36868,1001000000000100
14615,12607,0011000100111111
14616,61254,1110111101000110
14617,54762,1101010111101010
14618,32257,0111111000000001
14619,44985,1010111110111001
14620,16291,0011111110100011
14621,21658,0101010010011010
14622,8877,0010001010101101
14623,58818,1110010111000010
14624,30275,0111011001000011
14625,14373,0011100000100101
14626,1160,0000010010001000
14627,54261,1101001111110101
14628,36685,1000111101001101
14629,52117,1100101110010101
14630,41237,1010000100010101
14631,35096,1000100100011000
14632,58079,1110001011011111
14633,40593,1001111010010001
14634,58422,1110010000110110
14635,33235,1000000111010011
14636,9556,0010010101010100
14637,17790,0100010101111110
14638,1239,0000010011010111
14639,59965,1110101000111101
14640,864,0000001101100000
14641,20817,0101000101010001
14642,25735,0110010010000111
14643,33215,1000000110111111
14644,12899,0011001001100011
14645,46389,1011010100110101
14646,37869,1001001111101101
14647,51533,1100100101001101
14648,18838,0100100110010110
14649,3102,0000110000011110
14650,33395,1000001001110011
14651,35704,1000101101111000
14652,25259,0110001010101011
14653,4584,0001000111101000
14654,36017,1000110010110001
14655,64929,1111110110100001
14656,43189,1010100010110101
14657,18679,0100100011110111
14658,61656,1111000011011000
14659,27863,0110110011010111
14660,5518,0001010110001110
14661,50654,1100010111011110
14662,50266,1100010001011010
14663,57658,1110000100111010
14664,6699,0001101000101011
14665,51517,1100100100111101
14666,47610,1011100111111010
14667,12102,0010111101000110
14668,42155,1010010010101011
14669,39354,1001100110111010
14670,4239,0001000010001111
14671,42598,1010011001100110
14672,7015,0001101101100111
14673,20978,0101000111110010
14674,11951,0010111010101111
14675,7665,0001110111110001
14676,60697,1110110100011001
14677,24707,0110000010000011
14678,10461,0010100011011101
14679,12840,0011001000101000
14680,11976,0010111011001000
14681,44353,1010110101000001
14682,6202,0001100000111010
14683,63118,1111011010001110
14684,48350,1011110011011110
14685,63692,1111100011001100
14686,10959,0010101011001111
14687,45708,1011001010001100
14688,14286,0011011111001110
14689,10195,0010011111010011
14690,40032,1001110001100000
14691,54528,1101010100000000
14692,12817,0011001000010001
14693,48235,1011110001101011
14694,32444,0111111010111100
14695,56749,1101110110101101
14696,53245,1100111111111101
14697,2505,0000100111001001
14698,50404,1100010011100100
14699,46966,1011011101110110
14700,25575,0110001111100111
14701,49146,1011111111111010
14702,8127,0001111110111111
14703,23000,0101100111011000
14704,58290,1110001110110010
14705,16495,0100000001101111
14706,1275,0000010011111011
14707,8727,0010001000010111
14708,13812,0011010111110100
14709,9385,0010010010101001
14710,18806,0100100101110110
14711,51946,1100101011101010
14712,63911,1111100110100111
14713,4811,0001001011001011
14714,29725,0111010000011101
14715,14232,0011011110011000
14716,1587,0000011000110011
14717,49765,1100001001100101
14718,42039,1010010000110111
14719,12005,0010111011100101
14720,47055,1011011111001111
14721,56168,1101101101101000
14722,17962,0100011000101010
14723,47828,1011101011010100
14724,30546,0111011101010010
14725,1008,0000001111110000
14726,4967,0001001101100111
14727,49368,1100000011011000
14728,12327,0011000000100111
14729,58954,1110011001001010
14730,12922,0011001001111010
14731,62660,1111010011000100
14732,37929,1001010000101001
14733,35296,1000100111100000
14734,37983,1001010001011111
14735,40584,1001111010001000
14736,44155,1010110001111011
14737,10594,0010100101100010
14738,23810,0101110100000010
14739,34788,1000011111100100
14740,15585,0011110011100001
14741,41593,1010001001111001
14742,9452,0010010011101100
14743,47880,1011101100001000
14744,26920,0110100100101000
14745,24217,0101111010011001
14746,55590,1101100100100110
14747,56112,1101101100110000
14748,13999,0011011010101111
14749,42754,1010011100000010
14750,55907,1101101001100011
14751,64178,1111101010110010
14752,43879,1010101101100111
14753,48101,1011101111100101
14754,39576,1001101010011000
14755,38136,1001010011111000
14756,37336,1001000111011000
14757,40046,1001110001101110
14758,26823,0110100011000111
14759,64327,1111101101000111
14760,48930,1011111100100010
14761,41760,1010001100100000
14762,14758,0011100110100110
14763,24633,0110000000111001
14764,22564,0101100000100100
14765,17300,0100001110010100
14766,13494,0011010010110110
14767,27795,0110110010010011
14768,21640,0101010010001000
14769,35872,1000110000100000
14770,14036,0011011011010100
14771,23891,0101110101010011
14772,52762,1100111000011010
14773,31198,0111100111011110
14774,47519,1011100110011111
14775,766,0000001011111110
14776,56372,1101110000110100
14777,15248,0011101110010000
14778,45202,1011000010010010
14779,40913,1001111111010001
14780,4067,0000111111100011
14781,52923,1100111010111011
14782,3482,0000110110011010
14783,41863,1010001110000111
14784,60067,1110101010100011
14785,26054,0110010111000110
14786,6741,0001101001010101
14787,3785,0000111011001001
14788,25265,0110001010110001
14789,49428,1100000100010100
14790,768,0000001100000000
14791,15498,0011110010001010
14792,47241,1011100010001001
14793,19996,0100111000011100
14794,13140,0011001101010100
14795,5664,0001011000100000
14796,64284,1111101100011100
14797,56230,1101101110100110
14798,55633,1101100101010001
14799,39229,1001100100111101
14800,41579,1010001001101011
14801,47995,1011101101111011
14802,53179,1100111110111011
14803,60779,1110110101101011
14804,15022,0011101010101110
14805,29844,0111010010010100
14806,23321,0101101100011001
14807,26816,0110100011000000
14808,58895,1110011000001111
14809,49009,1011111101110001
14810,22016,0101011000000000
14811,65143,1111111001110111
14812,32203,0111110111001011
14813,57064,1101111011101000
14814,19154,0100101011010010
14815,18103,0100011010110111
14816,26923,0110100100101011
14817,52705,1100110111100001
14818,50604,1100010110101100
14819,11254,0010101111110110
14820,9828,0010011001100100
14821,6722,0001101001000010
14822,25149,0110001000111101
14823,51221,1100100000010101
14824,44476,1010110110111100
14825,36857,1000111111111001
14826,10062,0010011101001110
14827,61726,1111000100011110
14828,44672,1010111010000000
14829,47844,1011101011100100
14830,62571,1111010001101011
14831,4626,0001001000010010
14832,36144,1000110100110000
14833,50479,1100010100101111
14834,44498,1010110111010010
14835,8547,0010000101100011
14836,58086,1110001011100110
14837,21718,0101010011010110
14838,25319,0110001011100111
14839,42190,1010010011001110
14840,34388,1000011001010100
14841,65468,1111111110111100
14842,17728,0100010101000000
14843,48804,1011111010100100
14844,58879,1110010111111111
14845,58464,1110010001100000
14846,53795,1101001000100011
14847,30234,0111011000011010
14848,38345,1001010111001001
14849,51656,1100100111001000
14850,27530,0110101110001010
14851,28165,0110111000000101
14852,60476,1110110000111100
14853,59188,1110011100110100
14854,19576,0100110001111000
14855,12758,0011000111010110
14856,49127,1011111111100111
14857,5380,0001010100000100
14858,32777,1000000000001001
14859,57585,1110000011110001
14860,1003,0000001111101011
14861,40020,1001110001010100
14862,38879,1001011111011111
14863,6326,0001100010110110
14864,57322,1101111111101010
14865,25078,0110000111110110
14866,11112,0010101101101000
14867,19042,0100101001100010
14868,25837,0110010011101101
14869,62863,1111010110001111
14870,7601,0001110110110001
14871,39539,1001101001110011
14872,21924,0101010110100100
14873,3149,0000110001001101
14874,38706,1001011100110010
14875,17989,0100011001000101
14876,42426,1010010110111010
14877,43132,1010100001111100
14878,26484,0110011101110100
14879,53226,1100111111101010
14880,50562,1100010110000010
14881,2049,0000100000000001
14882,35863,1000110000010111
14883,47893,1011101100010101
14884,54013,1101001011111101
14885,45591,1011001000010111
14886,2775,0000101011010111
14887,35083,1000100100001011
14888,3584,0000111000000000
14889,21862,0101010101100110
14890,37950,1001010000111110
14891,27058,0110100110110010
14892,34803,1000011111110011
14893,59286,1110011110010110
14894,21991,0101010111100111
14895,62428,1111001111011100
14896,62379,1111001110101011
14897,49575,1100000110100111
14898,12374,0011000001010110
14899,44683,1010111010001011
14900,10987,0010101011101011
14901,56235,1101101110101011
14902,28496,0110111101010000
14903,19163,0100101011011011
14904,5789,0001011010011101
14905,36123,1000110100011011
14906,60039,1110101010000111
14907,50715,1100011000011011
14908,62039,1111001001010111
14909,23877,0101110101000101
14910,59247,1110011101101111
14911,22992,0101100111010000
14912,32103,0111110101100111
14913,29792,0111010001100000
14914,9870,0010011010001110
14915,14518,0011100010110110
14916,52920,1100111010111000
14917,28104,0110110111001000
14918,14028,0011011011001100
14919,56025,1101101011011001
14920,39810,1001101110000010
14921,31243,0111101000001011
14922,2606,0000101000101110
14923,51117,1100011110101101
14924,47979,1011101101101011
14925,10210,0010011111100010
14926,36936,1001000001001000
14927,27356,0110101011011100
14928,43972,1010101111000100
14929,53530,1101000100011010
14930,37367,1001000111110111
14931,10189,0010011111001101
14932,40127,1001110010111111
14933,10270,0010100000011110
14934,56076,1101101100001100
14935,25896,0110010100101000
14936,61963,1111001000001011
14937,42844,1010011101011100
14938,16299,0011111110101011
14939,55659,1101100101101011
14940,39575,1001101010010111
14941,8377,0010000010111001
14942,20943,0101000111001111
14943,13555,0011010011110011
14944,57402,1110000000111010
14945,48460,1011110101001100
14946,30653,0111011110111101
14947,49203,1100000000110011
14948,59000,1110011001111000
14949,28806,0111000010000110
14950,1340,0000010100111100
14951,53936,1101001010110000
14952,31231,0111100111111111
14953,2831,0000101100001111
14954,22184,0101011010101000
14955,54116,1101001101100100
14956,37038,1001000010101110
14957,54394,1101010001111010
14958,3499,0000110110101011
14959,59358,1110011111011110
14960,10881,0010101010000001
14961,45244,1011000010111100
14962,47714,1011101001100010
14963,44772,1010111011100100
14964,17650,0100010011110010
14965,22167,0101011010010111
14966,45222,1011000010100110
14967,25645,0110010000101101
14968,51659,1100100111001011
14969,44164,1010110010000100
14970,16274,0011111110010010
14971,61569,1111000010000001
14972,16768,0100000110000000
14973,18573,0100100010001101
14974,180,0000000010110100
14975,53850,1101001001011010
14976,37254,1001000110000110
14977,23325,0101101100011101
14978,39742,1001101100111110
14979,51983,1100101100001111
14980,47330,1011100011100010
14981,64787,1111110100010011
14982,44622,1010111001001110
14983,26999,0110100101110111
14984,20396,0100111110101100
14985,24647,0110000001000111
14986,1427,0000010110010011
14987,34369,1000011001000001
14988,32407,0111111010010111
14989,31917,0111110010101101
14990,55852,1101101000101100
14991,64009,1111101000001001
14992,44473,1010110110111001
14993,59645,1110100011111101
14994,55255,1101011111010111
14995,19947,0100110111101011
14996,57382,1110000000100110
14997,16598,0100000011010110
14998,48760,1011111001111000
14999,17383,0100001111100111
15000,37817,1001001110111001
15001,38089,1001010011001001
15002,36177,1000110101010001
15003,36790,1000111110110110
15004,40472,1001111000011000
15005,36293,1000110111000101
15006,52389,1100110010100101
15007,56968,1101111010001000
15008,58203,1110001101011011
15009,25902,0110010100101110
15010,3284,0000110011010100
15011,18716,0100100100011100
15012,9430,0010010011010110
15013,40750,1001111100101110
15014,47277,1011100010101101
15015,46980,1011011110000100
15016,7765,0001111001010101
15017,49385,1100000011101001
15018,3222,0000110010010110
15019,25208,0110001001111000
15020,60887,1110110111010111
15021,15424,0011110001000000
15022,5186,0001010001000010
15023,14792,0011100111001000
15024,50021,1100001101100101
15025,32162,0111110110100010
15026,47576,1011100111011000
15027,7632,0001110111010000
15028,23762,0101110011010010
15029,24929,0110000101100001
15030,2636,0000101001001100
15031,1893,0000011101100101
15032,51666,1100100111010010
15033,37763,1001001110000011
15034,40047,1001110001101111
15035,65048,1111111000011000
15036,25387,0110001100101011
15037,24419,0101111101100011
15038,28586,0110111110101010
15039,30135,0111010110110111
15040,15634,0011110100010010
15041,51844,1100101010000100
15042,44313,1010110100011001
15043,33922,1000010010000010
15044,298,0000000100101010
15045,56288,1101101111100000
15046,52263,1100110000100111
15047,14526,0011100010111110
15048,29022,0111000101011110
15049,46583,1011010111110111
15050,34798,1000011111101110
15051,40982,1010000000010110
15052,29438,0111001011111110
15053,60809,1110110110001001
15054,16877,0100000111101101
15055,18154,0100011011101010
15056,64785,1111110100010001
15057,32642,0111111110000010
15058,49783,1100001001110111
15059,63219,1111011011110011
15060,8088,0001111110011000
15061,21619,0101010001110011
15062,40978,1010000000010010
15063,18620,0100100010111100
15064,39189,1001100100010101
15065,42040,1010010000111000
15066,21054,0101001000111110
15067,27137,0110101000000001
15068,8870,0010001010100110
15069,60009,1110101001101001
15070,31323,0111101001011011
15071,9931,0010011011001011
15072,63907,1111100110100011
15073,63647,1111100010011111
